"siteID","monthyear","sitemonthyear","plotID","easting","northing","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgaps.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop"
"CLBJ","2017-05","CLBJ2017-05","CLBJ_035","632212.369","3688764.37","0.325005053695515","8.343","1.10744722741128","98","0.0582986317668055","0.941701368233195","1.21015407069365","6.43815262932131","1.48210501279333","0.543933929228372","0.798440066722102","23.3498845368476",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_032","630743.201","3697195.761","0.820608641202254","7.996","1.25831582574903","84","0.049970255800119","0.950029744199881","1.7461664187314","2.61456972878563","0.527246034356229","0.403390982135442","0.731243519263143","10.0552932798456",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_043","630623.323","3697615.275","5.55017897371715","13.366","2.10529893558347","83","0.0493753718024985","0.950624628197501","3.03525653131723","3.98834958190292","1.43388930725936","0.482039227816339","0.790521623393716","8.59525708868163",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_038","630442.546","3698092.837","5.8872998729352","16.364","2.03714539016378","107","0.0636525877453896","0.93634741225461","3.41049484140198","4.61996779616852","2.00731123040053","0.509469314154972","0.787213046328783","11.4413970267652",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_041","624411.434","3697644.222","0.476316120906801","6.82","1.13896298126145","93","0.0553242117787032","0.944675788221297","1.26817083375375","2.50336394666252","1.04643648118103","0.39718385307359","0.693636299554548","11.9068113175496",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_045","633141.462","3696924.986","3.28636040609137","12.72","2.41022315344059","105","0.0624628197501487","0.937537180249851","3.8271627615452","5.1307049497846","1.48869142791372","0.529267876065116","0.800101226870517","9.95390172936595",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_044","624862.186","3698244.719","0.272","5.514","1.07157020192401","87","0.0517549077929804","0.94824509220702","0.665715238225417","1.43225564015872","0.250762686351384","0.286076009021917","0.640933308641181","19.2762977377329",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_049","626842.436","3697945.995","3.36289119496855","13.021","1.96636674844639","50","0.0304878048780488","0.969512195121951","3.45381559492341","5.08812293098284","1.49294103366738","0.519249575385342","0.807933642305017","12.8897395274381",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_060","626932.226","3693955.84","1.34834357366771","10.36","1.29543827307639","86","0.0511600237953599","0.94883997620464","2.36999340454609","4.56343012067073","1.45351532413977","0.491527301113465","0.772199297617029","13.0505086077582",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_056","624321.63","3695484.968","9.0815856873823","12.968","1.66547906322909","88","0.0523497917906008","0.947650208209399","2.25293687453717","4.01160801899911","1.43939814578704","0.473083292641824","0.798235693038851","7.18507969591914",NA
"CLBJ","2017-05","CLBJ2017-05","CLBJ_059","627261.948","3693773.193","0.370622961104141","6.247","1.09966825458006","87","0.0517549077929804","0.94824509220702","0.949131226767074","5.16392706339259","0.0517915761041558","0.487922349659658","0.788054155337942","18.0084629187798",NA
"CLBJ","2018-05","CLBJ2018-05","CLBJ_001","633141.62","3696324.985","2.44890119572058","11.638","1.4379468130693","92","0.0547293277810827","0.945270672218917","3.53525152638976","3.35080272078529","1.51678817415783","0.44196891679395","0.721987509050719","11.8813924284943",NA
"CLBJ","2018-05","CLBJ2018-05","CLBJ_002","632872.228","3696985.964","6.22425297432686","12.726","2.22085703933209","84","0.049970255800119","0.950029744199881","3.28690228847908","5.08520396753516","1.10546544194299","0.531204255097125","0.828285817807117","7.85232024142259",NA
"CLBJ","2018-05","CLBJ2018-05","CLBJ_051","630742.157","3693145.145","6.81804579673777","14.48","1.74643510829131","87","0.0517549077929804","0.94824509220702","3.59347014348262","4.58134236136639","1.23119352591852","0.5036903926029","0.806076911307296","10.4092576160581",NA
"CLBJ","2018-05","CLBJ2018-05","CLBJ_042","630441.76","3693354.515","7.76487307692308","13.238","1.95494641921449","121","0.0719809637120761","0.928019036287924","2.93610207460086","4.15375968606219","1.39288886497093","0.483464106407293","0.787803472866308","8.48846423767135",NA
